year,month,rvar,rvarrf,rvar_nan,rvarrf_nan,avol,rvarfilter,rvarfilter1big,rvarfilter1small,fssvar,fssvarrf,rvol,rvolrf,rvol_nan,rvolrf_nan,fssvol,fssvolrf,rvolfilter,rvolfilter1big,rvolfilter1small,lrvol,lrvolrf,lrvol_nan,lrvolrf_nan,lfssvol,lfssvolrf,lrvolfilter,lrvolfilter1big,lrvolfilter1small,lavol,zlrvol,index,d12,e12,bm,tbl,aaa,baa,lty,ntis,rfree,svar,csp,crsp_spvw,crsp_spvwx,ip,ted,ted2,cp,ppi,npy,nber,hfrvol,lhfrvol,ads,t,infl,ltr,corpr,dfr,ret,lnrfree,exret,ret2,exret2,dp,dy,ep,de,tms,dfy,odfy,lsvar,exret3,ppivar,ppivol,ipvar,ipvol,zads,zip,fitret,fitret1big,fitret1small
1886,1,.0017152,.0017266,,,.1453765,.0017405,,,.0014108,.0014485,.1434658,.14394,,,.1301147,.1318406,.1445195,,,-1.941659,-1.938359,,,-2.039339,-2.026162,-1.934341,,,-1.928428,.2267986,5.2,.2383,.275,,,,,,,.002816,.001729,,,,,,,,,,0,,,,1886m1,,,,,.0038116,.0028121,.0009995,.0038189,.0010028,-3.082884,-3.082884,-2.939643,-.1432407,,,,-6.359992,,,,,,,,.00372861,,
1886,2,.0015498,.0015452,,,.1364596,.001542,,,.0011449,.0011341,.1363745,.1361689,,,.1172128,.1166565,.1360301,,,-1.992351,-1.993859,,,-2.143764,-2.148521,-1.994879,,,-1.991727,.1218878,5.3,.2367,.28,,,,,,,.002514,.001547,,,,,,,,,,0,,,,1886m2,,,,,.0227631,.0025112,.0202519,.0230241,.0205098,-3.108669,-3.08962,-2.940673,-.1679961,,,,-6.471164,,,,,,,,.00381004,,
1886,3,.0018259,.0018334,,,.1316799,.0018418,,,.0017821,.0018058,.1480235,.1483287,,,.1462359,.1472068,.1486657,,,-1.910384,-1.908325,,,-1.922535,-1.915917,-1.906055,,,-2.027381,.2915235,5.19,.235,.285,,,,,,,.002492,.001832,,,,,,,,,,0,,,,1886m3,,,,,-.017207,.0024891,-.0196961,-.0170598,-.019552,-3.094903,-3.115877,-2.902,-.1929037,,,,-6.302289,,,,,,,,.00377033,,
1886,4,.0012126,.0012215,,,.1104212,.0012312,,,.0012121,.0012375,.1206285,.1210683,,,.1206039,.1218588,.1215479,,,-2.115039,-2.111401,,,-2.115244,-2.104892,-2.107447,,,-2.203453,-.1320249,5.12,.2333,.29,,,,,,,.002772,.001223,,,,,,,,,,0,,,,1886m4,,,,,-.0097893,.0027681,-.0125574,-.0097415,-.0125134,-3.088584,-3.102164,-2.871029,-.2175557,,,,-6.706757,,,,,,,,.00398053,,
1886,5,.0019184,.0019036,,,.1650245,.0018908,,,.0013989,.0013572,.1517252,.1511415,,,.129565,.1276174,.1506291,,,-1.885684,-1.889539,,,-2.043572,-2.058719,-1.892935,,,-1.801661,.3426417,5.02,.2317,.295,,,,,,,.002632,.001909,,,,,,,,,,0,,,,1886m5,,,,,-.0158856,.0026286,-.0185142,-.0157601,-.0183922,-3.075742,-3.095466,-2.83421,-.2415319,,,,-6.261117,,,,,,,,.00414255,,
1886,6,.0012869,.0012815,,,.1305113,.0012774,,,.0002039,.0001886,.1242714,.1240077,,,.049463,.0475718,.1238114,,,-2.085287,-2.087412,,,-3.00653,-3.045516,-2.088996,,,-2.036295,-.0704506,5.25,.23,.3,,,,,,,.002478,.001283,,,,,,,,,,0,,,,1886m6,,,,,.0484423,.0024745,.0459678,.0496348,.0471573,-3.127904,-3.083106,-2.862201,-.2657032,,,,-6.65871,,,,,,,,.00434233,,
1886,7,.0010423,.0010332,,,.1080425,.0010257,,,.0002621,.0002382,.1118393,.1113491,,,.0560791,.0534604,.110941,,,-2.190692,-2.195085,,,-2.880991,-2.928815,-2.198757,,,-2.225231,-.2885933,5.33,.2283,.305,,,,,,,.002544,.001035,,,,,,,,,,0,,,,1886m7,,,,,.0186862,.0025405,.0161457,.0188619,.0163181,-3.150446,-3.135323,-2.860795,-.2896512,,,,-6.873073,,,,,,,,.00413355,,
1886,8,.0009459,.0009514,,,.1118551,.0009579,,,.0011989,.0012157,.1065388,.1068512,,,.1199456,.1207835,.1072149,,,-2.239246,-2.236318,,,-2.120717,-2.113755,-2.23292,,,-2.190551,-.3890786,5.37,.2267,.31,,,,,,,.003463,.00095,,,,,,,,,,0,,,,1886m8,,,,,.0109885,.0034574,.0075311,.0110491,.0075857,-3.164956,-3.157479,-2.852011,-.3129448,,,,-6.959437,,,,,,,,.00411026,,
1886,9,.0008595,.0008409,,,.105038,.0008242,,,.0009004,.0008426,.101558,.1004508,,,.1039463,.1005536,.0994499,,,-2.287125,-2.298087,,,-2.263881,-2.297064,-2.308102,,,-2.253433,-.4881689,5.51,.225,.315,,,,,,,.003919,.000852,,,,,,,,,,0,,,,1886m9,,,,,.0291339,.0039116,.0252223,.0295624,.0256432,-3.19822,-3.172483,-2.861747,-.3364722,,,,-7.067991,,,,,,,,.00413434,,
1886,10,.000897,.0008893,,,.104346,.0008831,,,.0007087,.0006857,.1037484,.1033036,,,.0922183,.0907115,.1029442,,,-2.265787,-2.270083,,,-2.383597,-2.400071,-2.273568,,,-2.260043,-.4440075,5.65,.2233,.32,,,,,,,.004103,.00089,,,,,,,,,,0,,,,1886m10,,,,,.028379,.0040946,.0242844,.0287855,.0246825,-3.230895,-3.205804,-2.87109,-.3598048,,,,-7.024333,,,,,,,,.00404142,,
1886,11,.0003941,.0003919,,,.0701892,.000391,,,.0001386,.0001297,.068773,.0685753,,,.0407838,.0394527,.0684966,,,-2.676944,-2.679823,,,-3.199469,-3.232653,-2.680972,,,-2.656561,-1.294925,5.79,.2217,.325,,,,,,,.004,.000393,,,,,,,,,,0,,,,1886m11,,,,,.0276625,.0039921,.0236704,.0280486,.0240485,-3.262563,-3.238086,-2.880062,-.3825001,,,,-7.841667,,,,,,,,.00395125,,
1886,12,.0028077,.0028147,,,.190161,.0028226,,,.0029372,.0029623,.1835546,.183784,,,.1877402,.1885422,.1840415,,,-1.695243,-1.693994,,,-1.672696,-1.668434,-1.692594,,,-1.659884,.7367731,5.64,.22,.33,,,,,,,.004037,.002815,,,,,,,,,,0,,,,1886m12,,,,,-.0230029,.0040287,-.0270316,-.0227404,-.0267772,-3.244012,-3.27026,-2.838547,-.4054652,,,,-5.872681,,,,,,,,.00386426,,
1887,1,.0018127,.0018228,,,.1437566,.0018376,,,.0002887,.0003182,.1474876,.1478989,,,.0588576,.0617935,.1484965,,,-1.914011,-1.911226,,,-2.832635,-2.783957,-1.907194,,,-1.939633,.2840168,5.58,.2225,.3325,,,,,,,.003691,.001826,,,,,,,,,,0,,,,1887m1,,,,,-.0073779,.0036846,-.0110625,-.0073508,-.0110421,-3.222017,-3.232712,-2.820304,-.4017128,,,,-6.305829,,,,,,,,.00409498,,
1887,2,.0020508,.0020409,,,.1523448,.0020305,,,.0008505,.000817,.1568762,.1564951,,,.1010264,.099015,.1560969,,,-1.852298,-1.854731,,,-2.292373,-2.312484,-1.857278,,,-1.881609,.4117363,5.54,.225,.335,,,,,,,.003184,.002042,,,,,,,,,,0,,,,1887m2,,,,,-.0038155,.0031789,-.0069944,-.0038082,-.0069922,-3.203649,-3.210844,-2.805619,-.3980302,,,,-6.193626,,,,,,,,.00421494,,
1887,3,.0006242,.000618,,,.0906219,.0006119,,,.0004346,.0004158,.0865494,.0861154,,,.0722156,.0706344,.0856919,,,-2.44704,-2.452068,,,-2.628099,-2.650239,-2.456997,,,-2.40106,-.8191231,5.67,.2275,.3375,,,,,,,.003581,.000622,,,,,,,,,,1,,,,1887m3,,,,,.0265327,.0035747,.022958,.0268878,.0233067,-3.215794,-3.1926,-2.821379,-.3944153,,,,-7.38246,,,,,,,,.0043124,,
1887,4,.0003559,.0003529,,,.0688782,.000351,,,.0000467,.0000365,.0653473,.0650712,,,.0236755,.0209142,.0648959,,,-2.72804,-2.732274,,,-3.743315,-3.867325,-2.734971,,,-2.675415,-1.400672,5.8,.23,.34,,,,,,,.003603,.000353,,,,,,,,,,1,,,,1887m4,,,,,.025968,.0035967,.0223713,.0263081,.0227049,-3.227534,-3.204865,-2.836668,-.3908663,,,,-7.948647,,,,,,,,.00421797,,
1887,5,.0003892,.0003853,,,.0683688,.0003823,,,.000433,.0004207,.0683404,.0679973,,,.0720844,.0710483,.0677309,,,-2.683254,-2.688287,,,-2.629918,-2.644396,-2.692213,,,-2.682839,-1.307985,5.9,.2325,.3425,,,,,,,.003478,.000386,,,,,,,,,,1,,,,1887m5,,,,,.0203729,.0034721,.0169008,.0205819,.0171038,-3.233817,-3.216723,-2.846436,-.3873814,,,,-7.860306,,,,,,,,.00412641,,
1887,6,.0014423,.0014549,,,.1222485,.0014724,,,.0014869,.0015222,.1315595,.1321338,,,.1335775,.135155,.1329226,,,-2.028296,-2.023941,,,-2.013074,-2.001333,-2.017989,,,-2.101699,.047496,5.73,.235,.345,,,,,,,.003419,.001458,,,,,,,,,,1,,,,1887m6,,,,,-.025825,.0034135,-.0292384,-.0254944,-.0289137,-3.193885,-3.223122,-2.809927,-.3839589,,,,-6.530717,,,,,,,,.00406955,,
1887,7,.0016909,.0017139,,,.140449,.0017445,,,.001696,.00176,.1424462,.1434133,,,.1426623,.1453283,.144684,,,-1.948791,-1.942024,,,-1.947275,-1.92876,-1.933203,,,-1.962911,.2120378,5.59,.2375,.3475,,,,,,,.004199,.001705,,,,,,,,,,1,,,,1887m7,,,,,-.0212019,.0041897,-.0253917,-.0209787,-.0251773,-3.158567,-3.183303,-2.77797,-.3805971,,,,-6.374352,,,,,,,,.00430415,,
1887,8,.0023376,.0023352,,,.1557398,.0023338,,,.0014104,.0014133,.1674841,.1673972,,,.130097,.1302279,.1673499,,,-1.786867,-1.787386,,,-2.039475,-2.038469,-1.787668,,,-1.859569,.5471516,5.45,.24,.35,,,,,,,.004316,.002336,,,,,,,,,,1,,,,1887m8,,,,,-.0217007,.0043068,-.0260075,-.021467,-.0257831,-3.122732,-3.148096,-2.745438,-.3772942,,,,-6.0595,,,,,,,,.00450998,,
1887,9,.0019961,.0019946,,,.1482995,.0019946,,,.0024459,.0024475,.1547701,.154711,,,.1713208,.1713773,.1547084,,,-1.865814,-1.866196,,,-1.764217,-1.763888,-1.866213,,,-1.908521,.3837639,5.38,.2425,.3525,,,,,,,.00475,.001995,,,,,,,,,,1,,,,1887m9,,,,,-.009178,.0047383,-.0139163,-.009136,-.0138855,-3.099442,-3.112369,-2.725393,-.3740489,,,,-6.217031,,,,,,,,.00471936,,
1887,10,.0029403,.0029565,,,.185557,.0029785,,,.0016751,.0017212,.1878387,.1883571,,,.1417783,.1437145,.1890544,,,-1.672172,-1.669416,,,-1.95349,-1.939926,-1.66572,,,-1.684393,.7845208,5.2,.245,.355,,,,,,,.004338,.002955,,,,,,,,,,1,,,,1887m10,,,,,-.0301112,.0043288,-.03444,-.0296624,-.0340005,-3.055156,-3.089185,-2.684296,-.3708595,,,,-5.824173,,,,,,,,.00484999,,
1887,11,.0016264,.0016098,,,.1325438,.001591,,,.0015564,.0015113,.1397047,.1389875,,,.1366625,.1346666,.1381746,,,-1.968224,-1.973371,,,-1.990241,-2.004953,-1.979237,,,-2.020842,.1718188,5.3,.2475,.3575,,,,,,,.003875,.001608,,,,,,,,,,1,,,,1887m11,,,,,.0229322,.0038677,.0190646,.0231972,.019322,-3.064052,-3.045003,-2.696327,-.3677247,,,,-6.432773,,,,,,,,.00511318,,
1887,12,.0010139,.0010129,,,.1188078,.0010134,,,.000879,.0008738,.1103047,.1102464,,,.1027024,.1023979,.1102775,,,-2.204509,-2.205038,,,-2.27592,-2.278889,-2.204755,,,-2.130248,-.3171882,5.27,.25,.36,,,,,,,.004059,.001013,,,,,,,,,,1,,,,1887m12,,,,,-.0017311,.0040507,-.0057818,-.0017296,-.0057885,-3.048325,-3.054001,-2.683681,-.3646432,,,,-6.895026,,,,,,,,.00504159,,
1888,1,.0005838,.0005824,,,.0851671,.0005814,,,.0006856,.000679,.0836978,.0835956,,,.090702,.0902677,.0835259,,,-2.480543,-2.481765,,,-2.400176,-2.404976,-2.482599,,,-2.46314,-.88846,5.31,.2483,.3517,,,,,,,.003765,.000582,,,,,,,,,,1,,,,1888m1,,,,,.0114506,.0037578,.0076928,.0115164,.0077516,-3.062709,-3.055148,-2.714569,-.3481409,,,,-7.449179,,,,,,,,.00512539,,
1888,2,.0004397,.0004449,,,.0748116,.0004518,,,.0004657,.0004799,.0726347,.0730709,,,.0747575,.0758896,.073628,,,-2.622312,-2.616324,,,-2.593506,-2.578475,-2.60873,,,-2.592782,-1.181861,5.28,.2467,.3433,,,,,,,.003213,.000444,,,,,,,,,,1,,,,1888m2,,,,,-.0017796,.0032082,-.0049878,-.001778,-.0049914,-3.063508,-3.069174,-2.733077,-.3304317,,,,-7.719872,,,,,,,,.00495296,,
1888,3,.0013113,.0013285,,,.1234498,.0013484,,,.0008907,.0009401,.1254398,.126264,,,.103387,.1062136,.1272056,,,-2.07593,-2.069381,,,-2.269276,-2.242303,-2.06195,,,-2.09192,-.0510847,5.08,.245,.335,,,,,,,.003485,.001329,,,,,,,,,,1,,,,1888m3,,,,,-.0346039,.0034794,-.0380833,-.034012,-.0374975,-3.031808,-3.070423,-2.718936,-.3128723,,,,-6.622952,,,,,,,,.00486013,,
1888,4,.0014816,.001457,,,.1391768,.0014312,,,.0022823,.0022087,.1333403,.1322279,,,.1654912,.1628,.1310492,,,-2.014851,-2.023228,,,-1.798837,-1.815233,-2.032182,,,-1.97201,.0753221,5.1,.2433,.3267,,,,,,,.003618,.001459,,,,,,,,,,1,,,,1888m4,,,,,.0078969,.0036113,.0042856,.0079281,.0043103,-3.042701,-3.038771,-2.747953,-.2947471,,,,-6.530134,,,,,,,,.00497278,,
1888,5,.0010686,.0010823,,,.1207497,.0010982,,,.000341,.0003821,.1132406,.1139635,,,.0639672,.0677138,.1147967,,,-2.178241,-2.171877,,,-2.749385,-2.692465,-2.164592,,,-2.114036,-.2628252,5.17,.2417,.3183,,,,,,,.003191,.001082,,,,,,,,,,0,,,,1888m5,,,,,.0175205,.0031862,.0143343,.0176749,.0144836,-3.062931,-3.049299,-2.787634,-.2752971,,,,-6.829316,,,,,,,,.0048143,,
1888,6,.0007699,.0007698,,,.100171,.0007707,,,.0008828,.0008816,.0961204,.096114,,,.1029261,.1028565,.0961664,,,-2.342154,-2.342221,,,-2.273744,-2.27442,-2.341675,,,-2.300876,-.6020546,5.01,.24,.31,,,,,,,.002772,.00077,,,,,,,,,,0,,,,1888m6,,,,,-.0274527,.0027681,-.0302208,-.0270793,-.0298512,-3.038552,-3.069989,-2.782619,-.2559334,,,,-7.16942,,,,,,,,.00459043,,
1888,7,.0019565,.0019363,,,.1568423,.0019153,,,.0011893,.0011304,.1532256,.152434,,,.1194647,.1164688,.1516051,,,-1.875844,-1.881023,,,-2.124734,-2.150132,-1.886476,,,-1.852515,.3630068,5.14,.2383,.3017,,,,,,,.002647,.001925,,,,,,,,,,0,,,,1888m7,,,,,.0294731,.0026433,.0268298,.0299118,.027265,-3.071278,-3.045661,-2.835375,-.2359028,,,,-6.252772,,,,,,,,.00464801,,
1888,8,.0009057,.0008998,,,.0939078,.0008943,,,.0010765,.0010587,.1042537,.103912,,,.1136589,.1127147,.1035912,,,-2.260928,-2.264211,,,-2.174554,-2.182895,-2.267303,,,-2.365442,-.433952,5.25,.2367,.2933,,,,,,,.002853,.000898,,,,,,,,,,0,,,,1888m8,,,,,.0249251,.0028488,.0220763,.0252384,.0223855,-3.09919,-3.078015,-2.884787,-.2144025,,,,-7.014822,,,,,,,,.00434254,,
1888,9,.001269,.0012631,,,.1304313,.0012578,,,.0023185,.002305,.1234034,.1231166,,,.1667997,.1663116,.1228557,,,-2.092296,-2.094623,,,-1.790961,-1.793892,-2.096745,,,-2.036908,-.0849567,5.38,.235,.285,,,,,,,.00353,.001264,,,,,,,,,,0,,,,1888m9,,,,,.0280937,.0035234,.0245703,.0284921,.0249625,-3.130858,-3.106398,-2.937954,-.1929037,,,,-6.673827,,,,,,,,.00406011,,
1888,10,.0007062,.0007117,,,.0995898,.0007187,,,.0003144,.0003325,.0920543,.092416,,,.0614265,.0631696,.0928684,,,-2.385377,-2.381455,,,-2.789914,-2.761932,-2.376572,,,-2.306695,-.6915079,5.35,.2333,.2767,,,,,,,.003375,.000708,,,,,,,,,,0,,,,1888m10,,,,,-.0019645,.0033695,-.005334,-.0019626,-.0053377,-3.132527,-3.138119,-2.961918,-.1706087,,,,-7.252368,,,,,,,,.00375402,,
1888,11,.0009317,.0009357,,,.1099663,.0009412,,,.0003006,.0003139,.1057353,.1059637,,,.0600629,.0613775,.1062732,,,-2.246816,-2.244658,,,-2.812363,-2.790712,-2.241743,,,-2.207581,-.4047462,5.24,.2317,.2683,,,,,,,.00314,.000936,,,,,,,,,,0,,,,1888m11,,,,,-.0170971,.0031349,-.0202319,-.0169517,-.0200915,-3.118633,-3.139408,-2.971971,-.1466623,,,,-6.97355,,,,,,,,.00363298,,
1888,12,.001464,.0014565,,,.1333501,.0014493,,,.0016434,.0016197,.1325449,.132205,,,.1404299,.1394145,.1318785,,,-2.020834,-2.023401,,,-1.963047,-1.970303,-2.025875,,,-2.014777,.0629402,5.14,.23,.26,,,,,,,.003302,.001453,,,,,,,,,,0,,,,1888m12,,,,,-.0155464,.0032962,-.0188426,-.0154262,-.0187278,-3.106729,-3.125997,-2.984127,-.1226023,,,,-6.534028,,,,,,,,.00360179,,
1889,1,.0004715,.0004683,,,.0807115,.0004666,,,.0003882,.0003791,.0752211,.0749608,,,.068249,.0674505,.0748303,,,-2.587324,-2.59079,,,-2.684593,-2.696361,-2.592532,,,-2.516875,-1.109451,5.24,.2292,.2633,,,,,,,.003066,.000468,,,,,,,,,,0,,,,1889m1,,,,,.0229068,.0030615,.0198453,.0231712,.020105,-3.129482,-3.110213,-2.990783,-.1386991,,,,-7.666402,,,,,,,,.0035575,,
1889,2,.0003976,.0003977,,,.071214,.0003992,,,.0001525,.0001566,.0690763,.0690855,,,.0427741,.0433449,.0692121,,,-2.672544,-2.67241,,,-3.151822,-3.138567,-2.67058,,,-2.642066,-1.285819,5.3,.2283,.2667,,,,,,,.002772,.000398,,,,,,,,,,0,,,,1889m2,,,,,.0149686,.0027681,.0122005,.0150812,.0123093,-3.144802,-3.133416,-2.989338,-.1554639,,,,-7.829331,,,,,,,,.00349396,,
1889,3,.0008311,.0008412,,,.1010855,.0008519,,,.0005486,.0005813,.0998673,.1004696,,,.0811339,.0835225,.1011079,,,-2.303913,-2.2979,,,-2.511654,-2.48264,-2.291567,,,-2.291788,-.5229119,5.19,.2275,.27,,,,,,,.002956,.000833,,,,,,,,,,0,,,,1889m3,,,,,-.0173269,.0029515,-.0202785,-.0171777,-.0201336,-3.127339,-3.148312,-2.956067,-.1712717,,,,-7.090658,,,,,,,,.00348057,,
1889,4,.0004355,.0004237,,,.0738075,.0004138,,,.0004794,.0004452,.0722895,.071301,,,.0758509,.0730889,.0704681,,,-2.627076,-2.640845,,,-2.578986,-2.616079,-2.652596,,,-2.606295,-1.191721,5.18,.2267,.2733,,,,,,,.002801,.000427,,,,.012346,,,,,,0,,,,1889m4,,,,,.0017117,.0027974,-.0010857,.0017132,-.0010882,-3.128933,-3.130862,-2.94199,-.1869425,,,,-7.759778,,,,,,,.4218108,.00366895,,
1889,5,.0003699,.0003561,,,.0716537,.0003442,,,.0003456,.0003069,.0666242,.0653669,,,.0644018,.0606875,.0642706,,,-2.708688,-2.72774,,,-2.742613,-2.802017,-2.744653,,,-2.635911,-1.360622,5.32,.2258,.2767,,,,,,,.002478,.000356,,,,0,,,,,,0,,,,1889m5,,,,,.030199,.0024745,.0277246,.0306597,.0281821,-3.159579,-3.132911,-2.956295,-.2032842,,,,-7.939201,,,,,,,-.1392622,.0037366,,
1889,6,.0002446,.0002477,,,.0509357,.0002518,,,.0002025,.0002109,.0541816,.0545169,,,.0492926,.0503073,.0549691,,,-2.915414,-2.909244,,,-3.009982,-2.989605,-2.900984,,,-2.977192,-1.788457,5.41,.225,.28,,,,,,,.0025,.000247,,,,-.012195,,,,,,0,,,,1889m6,,,,,.0202355,.0024965,.0177391,.0204417,.0179421,-3.179904,-3.163128,-2.961215,-.2186892,,,,-8.307254,,,,,,,-.6934729,.00362455,,
1889,7,.0007891,.0007935,,,.0977292,.0007989,,,.0006956,.0007104,.0973119,.0975825,,,.0913598,.0923288,.0979116,,,-2.329834,-2.327058,,,-2.39295,-2.3824,-2.32369,,,-2.325555,-.5765575,5.3,.2242,.2833,,,,,,,.002882,.000796,,,,.016461,,,,,,0,,,,1889m7,,,,,-.0170233,.0028782,-.0199014,-.0168792,-.0197615,-3.162924,-3.183466,-2.928956,-.233968,,,,-7.135711,,,,,,,.60882,.00357288,,
1889,8,.0005454,.0005321,,,.0713265,.0005206,,,.0008504,.0008119,.080903,.079908,,,.1010163,.0987074,.0790423,,,-2.514504,-2.52688,,,-2.292474,-2.315595,-2.537773,,,-2.640488,-.9587458,5.37,.2233,.2867,,,,,,,.003441,.000536,,,,-.008097,,,,,,0,,,,1889m8,,,,,.0165803,.0034354,.0131448,.0167185,.0132771,-3.180067,-3.166946,-2.930147,-.2499203,,,,-7.532136,,,,,,,-.5072363,.0037556,,
1889,9,.0004412,.0004348,,,.0694428,.0004301,,,.0002224,.000206,.0727619,.0722343,,,.0516637,.0497182,.0718401,,,-2.620563,-2.62784,,,-2.963,-3.001385,-2.633313,,,-2.667253,-1.178242,5.5,.2225,.29,,,,,,,.00353,.000437,,,,-.012245,,,,,,0,,,,1889m9,,,,,.0272857,.0035234,.0237624,.0276614,.0241318,-3.207576,-3.183656,-2.942622,-.2649538,,,,-7.735316,,,,,,,-.6957451,.00372668,,
1889,10,.0008179,.000823,,,.0997739,.0008291,,,.0005105,.0005254,.0990699,.0993803,,,.0782719,.0794045,.0997429,,,-2.31193,-2.308801,,,-2.547567,-2.5332,-2.305159,,,-2.304849,-.5395042,5.4,.2217,.2933,,,,,,,.004059,.000822,,,,.008264,,,,,,0,,,,1889m10,,,,,-.0149337,.0040507,-.0189843,-.0148227,-.0188816,-3.192829,-3.211178,-2.912958,-.2798709,,,,-7.104085,,,,,,,.2363013,.00362791,,
1889,11,.0008261,.0008307,,,.0944905,.0008363,,,.000595,.0006041,.0995673,.09984,,,.0845004,.0851453,.1001756,,,-2.306922,-2.304186,,,-2.470999,-2.463397,-2.300831,,,-2.359256,-.5291394,5.35,.2208,.2967,,,,,,,.004059,.000828,,,,.012295,,,,,,0,,,,1889m11,,,,,-.0058691,.0040507,-.0099198,-.0058519,-.0099108,-3.187594,-3.196897,-2.89213,-.2954642,,,,-7.096306,,,,,,,.4194931,.00379477,,
1889,12,.0007328,.0007265,,,.0758457,.0007217,,,.0007734,.0007582,.0937773,.0933686,,,.0963361,.0953849,.0930607,,,-2.366832,-2.3712,,,-2.339912,-2.349835,-2.374503,,,-2.579054,-.6531284,5.32,.22,.3,,,,,,,.004125,.000726,,,,.004049,,,,,,0,,,,1889m12,,,,,-.002183,.0041166,-.0062996,-.0021806,-.0063057,-3.185601,-3.191224,-2.875446,-.310155,,,,-7.227317,,,,,,,.0447476,.00390505,,
1890,1,.0003175,.0003123,,,.0603162,.0003087,,,.0004346,.0004186,.061729,.0612205,,,.0722144,.0708723,.0608611,,,-2.785002,-2.793274,,,-2.628116,-2.646876,-2.799162,,,-2.808155,-1.518559,5.38,.22,.2992,,,,,,,.003581,.000313,,,,.024194,,,,,,0,,,,1890m1,,,,,.0146169,.0035747,.0110423,.0147243,.0111432,-3.196816,-3.185601,-2.889331,-.3074847,,,,-8.070807,,,,,,,.9602519,.00399044,,
1890,2,.0002283,.0002419,,,.0530305,.0002561,,,.0002787,.0003191,.0523459,.053873,,,.0578335,.0618804,.0554405,,,-2.949881,-2.921125,,,-2.850186,-2.782552,-2.892444,,,-2.936888,-1.859788,5.32,.22,.2983,,,,,,,.003346,.000237,,,,-.007874,,,,-.00882,,0,,,,1890m2,,,,,-.0077749,.0033402,-.011115,-.0077447,-.0110905,-3.185601,-3.196816,-2.881129,-.3044721,,,,-8.345734,,,,.0003467,.0186196,,-.4971018,.00390655,,
1890,3,.0002738,.0002715,,,.0569276,.0002711,,,.0002963,.0002896,.0573247,.0570827,,,.0596328,.0589481,.0570395,,,-2.859023,-2.863254,,,-2.81955,-2.831098,-2.864011,,,-2.865975,-1.671751,5.28,.22,.2975,,,,,,,.003691,.000273,,,,.003968,,,,-.01187,,0,,,,1890m3,,,,,-.004081,.0036846,-.0077656,-.0040727,-.007764,-3.178054,-3.185601,-2.876267,-.3017867,,,,-8.20656,,,,.0000137,.0037062,,.0410665,.00396227,,
1890,4,.0004178,.0003967,,,.0719287,.0003791,,,.0008788,.0008159,.0708108,.0689954,,,.1026936,.0989472,.0674502,,,-2.647743,-2.673715,,,-2.276005,-2.313168,-2.696366,,,-2.63208,-1.234493,5.39,.22,.2967,,,,,,,.003405,.000413,,,,.007905,,,,0,,0,,,,1890m4,,,,,.0240148,.0033988,.020616,.0243055,.0209009,-3.198673,-3.178054,-2.899579,-.299094,,,,-7.793159,,,,.0000406,.006368,,.2199863,.0039965,,
1890,5,.0007546,.0007435,,,.0943265,.000735,,,.0004499,.0004204,.0951616,.0944567,,,.0734806,.0710298,.0939161,,,-2.352178,-2.359614,,,-2.610734,-2.644655,-2.365353,,,-2.360993,-.6228006,5.62,.22,.2958,,,,,,,.003368,.000748,,,,.015686,,,,.01201,,0,,,,1890m5,,,,,.0450431,.0033622,.041681,.046073,.0427052,-3.240459,-3.198673,-2.944403,-.296056,,,,-7.197838,,,,.0001416,.0118983,,.5735995,.00385326,,
1890,6,.0008684,.0008758,,,.1047689,.0008843,,,.0007694,.0007903,.1020835,.1025169,,,.0960884,.0973832,.1030144,,,-2.281964,-2.277728,,,-2.342487,-2.329102,-2.272887,,,-2.255998,-.4774868,5.58,.22,.295,,,,,,,.003324,.000875,,,,0,,,,.01187,,0,,,,1890m6,,,,,-.0038627,.0033182,-.0071809,-.0038553,-.007179,-3.233316,-3.240459,-2.939969,-.2933478,,,,-7.040967,,,,.0001151,.0107286,,-.1392622,.00357495,,
1890,7,.0004314,.0004359,,,.0708366,.0004418,,,.0001695,.0001792,.0719464,.0723241,,,.0451006,.0463677,.0728135,,,-2.631835,-2.626598,,,-3.098861,-3.071151,-2.619854,,,-2.64738,-1.201569,5.54,.22,.2942,,,,,,,.00336,.000436,,,,-.011583,,,,.00293,,1,,,,1890m7,,,,,-.0038905,.0033548,-.0072453,-.0038829,-.0072434,-3.226122,-3.233316,-2.93549,-.2906323,,,,-7.737646,,,,.0001409,.0118704,,-.6656601,.00360652,,
1890,8,.0019573,.0019601,,,.142756,.0019643,,,.0008453,.0008536,.1532578,.1533655,,,.1007152,.101208,.1535303,,,-1.875634,-1.874931,,,-2.295459,-2.290578,-1.873858,,,-1.946619,.3634415,5.41,.22,.2933,,,,,,,.003758,.001959,,,,.015625,,,,-.00292,,1,,,,1890m8,,,,,-.0203624,.0037505,-.0241129,-.0201565,-.023914,-3.202377,-3.226122,-2.914808,-.2875684,,,,-6.235219,,,,.0002497,.0158013,,.5708274,.00363838,,
1890,9,.0010142,.0010306,,,.1108717,.0010473,,,.0012204,.0012712,.1103203,.1112063,,,.1210144,.1235104,.1121048,,,-2.204367,-2.196368,,,-2.111845,-2.09143,-2.188321,,,-2.199381,-.3168946,5.32,.22,.2925,,,,,,,.003875,.001022,,,,-.003846,,,,0,,1,,,,1890m9,,,,,-.0133355,.0038677,-.0172032,-.013247,-.0171222,-3.185601,-3.202377,-2.900764,-.2848371,,,,-6.886395,,,,.0000829,.0091034,,-.3140465,.00377278,,
